framework,workload,target_parameter,target_value,row_multiplicity,methods,representative_run_id,deepest_milestone,normalized_signature
pytorch-cuda,llama2-train,model.hidden_size,509,1,global_repair,rq3-current-pytorch-cuda-7af3bce0f866d945,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.hidden_size,510,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-pytorch-cuda-e8c0fba856af1a9f,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.hidden_size,511,1,global_repair,rq3-current-pytorch-cuda-a7e7d2908820e2a4,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.hidden_size,513,1,global_repair,rq3-current-pytorch-cuda-85c2527f51f37460,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.hidden_size,514,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-pytorch-cuda-017f054e4a2731bc,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.hidden_size,515,1,global_repair,rq3-current-pytorch-cuda-b4e596d15e837a1f,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.hidden_size,520,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-9e77610e01aca4f5,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.num_attention_heads,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-7496a1b3bdaa54b8,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,llama2-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-d7fa002d72de59af,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
pytorch-cuda,llama2-train,model.num_attention_heads,1,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-972a91f1571a697e,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,llama2-train,model.num_attention_heads,10,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-pytorch-cuda-5ad028f8458d3dd5,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.num_attention_heads,11,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-pytorch-cuda-03c920137704920a,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.num_attention_heads,12,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-pytorch-cuda-c294f79014ea9ee5,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.num_attention_heads,13,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-pytorch-cuda-eecefe8ed8722bbd,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.num_attention_heads,6,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-pytorch-cuda-50f43eae783eb099,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.num_attention_heads,7,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-pytorch-cuda-33bbedec9fb5f833,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.num_attention_heads,9,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-pytorch-cuda-2e22e531420b8c73,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,llama2-train,model.num_query_groups,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-06603694a53ad79a,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,llama2-train,model.num_query_groups,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-8c446811461d436e,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,llama2-train,model.num_query_groups,-6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-b975a83c8d12368c,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,llama2-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-69618e4acd32ad0a,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
pytorch-cuda,llama2-train,model.num_query_groups,10,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-f63d89c0b0b9d37c,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,llama2-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-b832b982cb9b2ff5,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,llama2-train,model.num_query_groups,3,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-967de0323e087bda,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,llama2-train,model.num_query_groups,5,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-c8399211c2990ccd,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,llama2-train,model.num_query_groups,6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-38b0d80ab35077fe,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,llama2-train,model.num_query_groups,7,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-9948e9a9aa991591,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,llama2-train,model.num_query_groups,9,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-53bea03ea83e0bf1,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,llama2-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-33f634d83040fbe2,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
pytorch-cuda,llama2-train,training.micro_batch_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-b50fd7b5e8117e18,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,llama2-train,training.micro_batch_size,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-d98c09787c48f034,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,llama2-train,training.micro_batch_size,-3,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-3524e6c07a255bd3,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,llama2-train,training.micro_batch_size,-7,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-722ca85e93c805bb,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,llama2-train,training.micro_batch_size,0,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-cd25f6ff299c94a8,process_group_initialization,"RuntimeError: cannot reshape tensor of <N> elements into shape [<N>, <N>, -<N>, <N>] because the unspecified dimension size -<N> can be any value and is ambiguous"
pytorch-cuda,mixtral-train,model.ffn_hidden_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-9f09b7268bdc18d4,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>, <N>]"
pytorch-cuda,mixtral-train,model.hidden_size,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-e5bb68645be7bafe,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
pytorch-cuda,mixtral-train,model.hidden_size,1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-c2e171194899971b,process_group_initialization,ZeroDivisionError: <N> cannot be raised to a negative power
pytorch-cuda,mixtral-train,model.hidden_size,504,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-b3e62fc29ee7bb56,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.hidden_size,508,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-13e9fc1bd2ce89bb,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.hidden_size,509,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-ff337a9c767535ed,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.hidden_size,510,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-beedb441d4460220,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.hidden_size,511,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-12539768e4a5bb88,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.hidden_size,514,1,static_hard_configfuzz,rq3-current-pytorch-cuda-cac9d53f24525a91,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.hidden_size,520,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-01256f9aa52d414f,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_attention_heads,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-28bdd81b2bd9f4ac,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,mixtral-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-54f12f5398421a5a,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
pytorch-cuda,mixtral-train,model.num_attention_heads,10,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-ccca89a7c8e154d5,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_attention_heads,11,3,native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-ab9b2d141c917907,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_attention_heads,12,1,static_hard_configfuzz,rq3-current-pytorch-cuda-f6919639ca286448,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_attention_heads,13,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-fab747abec522351,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_attention_heads,15,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-8c2091954b627b0c,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,mixtral-train,model.num_attention_heads,5,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-bef9cc4e8c4c84ae,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,mixtral-train,model.num_attention_heads,6,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-2eabf65ee6815890,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_attention_heads,7,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-9e77320153609ef6,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_attention_heads,9,3,native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-8ba15cbcb5a823c8,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_query_groups,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-9ba92f60da99ac59,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,mixtral-train,model.num_query_groups,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-3e1685678e1f31a6,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,mixtral-train,model.num_query_groups,-6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-23fcb8ce5b8cd9cc,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,mixtral-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-4bd47bcfccaacebe,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
pytorch-cuda,mixtral-train,model.num_query_groups,10,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-4d540298bcf94e84,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-5e59a014977bb8c4,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,mixtral-train,model.num_query_groups,3,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-a78ee09433514bab,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,mixtral-train,model.num_query_groups,5,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-817c4f930b1c7fc1,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_query_groups,6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-3930a7c1453cb435,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.num_query_groups,7,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-6367f19fed7236f7,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,mixtral-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-ecdd16604a124c57,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
pytorch-cuda,mixtral-train,moe.moe_router_topk,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-f73d32c6403174f7,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,mixtral-train,moe.moe_router_topk,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-298e1b16cc02dc67,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,mixtral-train,moe.moe_router_topk,-6,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-b335940fcae7ab9f,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,mixtral-train,moe.moe_router_topk,10,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-ae7a9e55d54eeb65,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,mixtral-train,moe.moe_router_topk,16,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-2e3004caf1703a1a,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,mixtral-train,moe.moe_router_topk,5,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-eef6f17f8cd8dd67,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,mixtral-train,moe.moe_router_topk,6,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-f925c88a60c4d7ee,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,mixtral-train,moe.moe_router_topk,7,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-5a22f201b5082e0b,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,mixtral-train,moe.num_experts,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-4cd51e27c1969cb3,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,mixtral-train,moe.num_experts,-4,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-88963d49b0534e8f,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,mixtral-train,moe.num_experts,0,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-aaf81e650a26e32c,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,mixtral-train,moe.num_experts,1,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-37a47598b03e9115,process_group_initialization,RuntimeError: selected index k out of range
pytorch-cuda,mixtral-train,training.micro_batch_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-338425c0184a8817,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,mixtral-train,training.micro_batch_size,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-af92eaa294fccfe9,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,mixtral-train,training.micro_batch_size,-3,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-2ce0c03336d122be,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,mixtral-train,training.micro_batch_size,-7,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-f7f343f71ab2fd38,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,mixtral-train,training.micro_batch_size,0,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-f9575f23d4a37bdf,process_group_initialization,"RuntimeError: cannot reshape tensor of <N> elements into shape [<N>, <N>, -<N>, <N>] because the unspecified dimension size -<N> can be any value and is ambiguous"
pytorch-cuda,qwen2-train,model.ffn_hidden_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-a1c33f70ff45e9b2,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,qwen2-train,model.hidden_size,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-e7697558642c7da3,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
pytorch-cuda,qwen2-train,model.hidden_size,1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-9f1844016c902009,process_group_initialization,ZeroDivisionError: <N> cannot be raised to a negative power
pytorch-cuda,qwen2-train,model.hidden_size,2,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-60420215fce71dce,process_group_initialization,ZeroDivisionError: <N> cannot be raised to a negative power
pytorch-cuda,qwen2-train,model.hidden_size,4,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-d2e3f810dd266a34,process_group_initialization,ZeroDivisionError: <N> cannot be raised to a negative power
pytorch-cuda,qwen2-train,model.hidden_size,504,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-b3db7b341f2c9ec2,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.hidden_size,508,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-61428122f5892bf9,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.hidden_size,509,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-7d1a2a95f38117fd,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.hidden_size,510,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-04fbdeba1e764c0e,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.hidden_size,511,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-a0f6560d85362812,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.hidden_size,514,1,static_hard_configfuzz,rq3-current-pytorch-cuda-bf2b4c03b2c92664,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.hidden_size,520,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-bb365f650aac6564,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_attention_heads,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-858a6b0cbc5a35a4,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
pytorch-cuda,qwen2-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-5d6a18698b5b5ec8,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
pytorch-cuda,qwen2-train,model.num_attention_heads,1,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-486ca1add3f55291,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,qwen2-train,model.num_attention_heads,10,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-77b714841bb74581,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_attention_heads,11,3,native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-fd5c8c3bf2358dca,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_attention_heads,12,1,static_hard_configfuzz,rq3-current-pytorch-cuda-8b726d2c9923c637,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_attention_heads,13,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-b0526c56632d6d29,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_attention_heads,15,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-f22a7dc97229f1ed,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,qwen2-train,model.num_attention_heads,17,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-5138407f25b5360b,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,qwen2-train,model.num_attention_heads,5,2,native_validator_guided;raw_mutation,rq3-current-pytorch-cuda-ad11f100e19b7e38,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
pytorch-cuda,qwen2-train,model.num_attention_heads,6,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-9bd22e584a26cad8,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
pytorch-cuda,qwen2-train,model.num_attention_heads,7,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-pytorch-cuda-d4eedf6fa846444d,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
